0,1,2,3,4,5
1008,88,1112,1008,1359,277
88,1112,1008,1359,277,736
1112,1008,1359,277,736,930
1008,1359,277,736,930,1508
1359,277,736,930,1508,1508
277,736,930,1508,1508,1008
736,930,1508,1508,1008,960
930,1508,1508,1008,960,276
1508,1508,1008,960,276,276
1508,1008,960,276,276,933
1008,960,276,276,933,1127
960,276,276,933,1127,1127
276,276,933,1127,1127,1009
276,933,1127,1127,1009,82
933,1127,1127,1009,82,812
1127,1127,1009,82,812,970
1127,1009,82,812,970,1074
1009,82,812,970,1074,461
82,812,970,1074,461,850
812,970,1074,461,850,276
970,1074,461,850,276,1068
1074,461,850,276,1068,1008
461,850,276,1068,1008,1030
850,276,1068,1008,1030,79
276,1068,1008,1030,79,202
1068,1008,1030,79,202,1032
1008,1030,79,202,1032,1008
1030,79,202,1032,1008,1008
79,202,1032,1008,1008,1027
202,1032,1008,1008,1027,989
1032,1008,1008,1027,989,971
1008,1008,1027,989,971,1122
1008,1027,989,971,1122,1008
1027,989,971,1122,1008,1008
989,971,1122,1008,1008,1165
971,1122,1008,1008,1165,933
1122,1008,1008,1165,933,1009
1008,1008,1165,933,1009,585
1008,1165,933,1009,585,773
1165,933,1009,585,773,812
933,1009,585,773,812,1009
1009,585,773,812,1009,1008
585,773,812,1009,1008,775
773,812,1009,1008,775,1008
812,1009,1008,775,1008,197
1009,1008,775,1008,197,1008
1008,775,1008,197,1008,1225
775,1008,197,1008,1225,1008
1008,197,1008,1225,1008,127
197,1008,1225,1008,127,1008
1008,1225,1008,127,1008,1082
1225,1008,127,1008,1082,1008
1008,127,1008,1082,1008,1008
127,1008,1082,1008,1008,998
1008,1082,1008,1008,998,202
1082,1008,1008,998,202,1009
1008,1008,998,202,1009,815
1008,998,202,1009,815,811
998,202,1009,815,811,1008
202,1009,815,811,1008,117
1009,815,811,1008,117,198
815,811,1008,117,198,538
811,1008,117,198,538,576
1008,117,198,538,576,577
117,198,538,576,577,654
198,538,576,577,654,616
538,576,577,654,616,614
576,577,654,616,614,538
577,654,616,614,538,654
654,616,614,538,654,731
616,614,538,654,731,576
614,538,654,731,576,615
538,654,731,576,615,576
654,731,576,615,576,692
731,576,615,576,692,614
576,615,576,692,614,690
615,576,692,614,690,878
576,692,614,690,878,577
692,614,690,878,577,577
614,690,878,577,577,615
690,878,577,577,615,537
878,577,577,615,537,691
577,577,615,537,691,652
577,615,537,691,652,614
615,537,691,652,614,576
537,691,652,614,576,615
691,652,614,576,615,615
652,614,576,615,615,576
614,576,615,615,576,614
576,615,615,576,614,615
615,615,576,614,615,615
615,576,614,615,615,691
576,614,615,615,691,615
614,615,615,691,615,652
615,615,691,615,652,614
615,691,615,652,614,692
691,615,652,614,692,692
615,652,614,692,692,690
652,614,692,692,690,576
614,692,692,690,576,653
692,692,690,576,653,654
692,690,576,653,654,652
690,576,653,654,652,653
576,653,654,652,653,615
653,654,652,653,615,653
654,652,653,615,653,652
652,653,615,653,652,653
653,615,653,652,653,652
615,653,652,653,652,654
653,652,653,652,654,615
652,653,652,654,615,692
653,652,654,615,692,653
652,654,615,692,653,613
654,615,692,653,613,652
615,692,653,613,652,612
692,653,613,652,612,614
653,613,652,612,614,615
613,652,612,614,615,693
652,612,614,615,693,614
612,614,615,693,614,197
614,615,693,614,197,616
615,693,614,197,616,652
693,614,197,616,652,615
614,197,616,652,615,652
197,616,652,615,652,653
616,652,615,652,653,615
652,615,652,653,615,694
615,652,653,615,694,730
652,653,615,694,730,614
653,615,694,730,614,693
615,694,730,614,693,614
694,730,614,693,614,615
730,614,693,614,615,578
614,693,614,615,578,576
693,614,615,578,576,654
614,615,578,576,654,731
615,578,576,654,731,577
578,576,654,731,577,652
576,654,731,577,652,690
654,731,577,652,690,652
731,577,652,690,652,691
577,652,690,652,691,731
652,690,652,691,731,653
690,652,691,731,653,577
652,691,731,653,577,1008
691,731,653,577,1008,652
731,653,577,1008,652,652
653,577,1008,652,652,691
577,1008,652,652,691,653
1008,652,652,691,653,614
652,652,691,653,614,654
652,691,653,614,654,1008
691,653,614,654,1008,654
653,614,654,1008,654,654
614,654,1008,654,654,349
654,1008,654,654,349,692
1008,654,654,349,692,1082
654,654,349,692,1082,840
654,349,692,1082,840,48
349,692,1082,840,48,614
692,1082,840,48,614,577
1082,840,48,614,577,653
840,48,614,577,653,577
48,614,577,653,577,614
614,577,653,577,614,1246
577,653,577,614,1246,740
653,577,614,1246,740,694
577,614,1246,740,694,234
614,1246,740,694,234,1049
1246,740,694,234,1049,615
740,694,234,1049,615,576
694,234,1049,615,576,11
234,1049,615,576,11,653
1049,615,576,11,653,930
615,576,11,653,930,1008
576,11,653,930,1008,1044
11,653,930,1008,1044,1008
653,930,1008,1044,1008,1008
930,1008,1044,1008,1008,498
1008,1044,1008,1008,498,1009
1044,1008,1008,498,1009,3
1008,1008,498,1009,3,1009
1008,498,1009,3,1009,971
498,1009,3,1009,971,276
1009,3,1009,971,276,968
3,1009,971,276,968,614
1009,971,276,968,614,576
971,276,968,614,576,198
276,968,614,576,198,1284
968,614,576,198,1284,1008
614,576,198,1284,1008,971
576,198,1284,1008,971,1048
198,1284,1008,971,1048,1113
1284,1008,971,1048,1113,998
1008,971,1048,1113,998,574
971,1048,1113,998,574,691
1048,1113,998,574,691,349
1113,998,574,691,349,574
998,574,691,349,574,1009
574,691,349,574,1009,1008
691,349,574,1009,1008,971
349,574,1009,1008,971,891
574,1009,1008,971,891,1009
1009,1008,971,891,1009,1008
1008,971,891,1009,1008,615
971,891,1009,1008,615,971
891,1009,1008,615,971,779
1009,1008,615,971,779,741
1008,615,971,779,741,741
615,971,779,741,741,1081
971,779,741,741,1081,616
779,741,741,1081,616,774
741,741,1081,616,774,1009
741,1081,616,774,1009,615
1081,616,774,1009,615,501
616,774,1009,615,501,773
774,1009,615,501,773,652
1009,615,501,773,652,1001
615,501,773,652,1001,652
501,773,652,1001,652,654
773,652,1001,652,654,199
652,1001,652,654,199,1008
1001,652,654,199,1008,1008
652,654,199,1008,1008,276
654,199,1008,1008,276,615
199,1008,1008,276,615,652
1008,1008,276,615,652,1008
1008,276,615,652,1008,233
276,615,652,1008,233,233
615,652,1008,233,233,1074
652,1008,233,233,1074,1008
1008,233,233,1074,1008,1074
233,233,1074,1008,1074,1113
233,1074,1008,1074,1113,730
1074,1008,1074,1113,730,730
1008,1074,1113,730,730,730
1074,1113,730,730,730,691
1113,730,730,730,691,1074
730,730,730,691,1074,576
730,730,691,1074,576,237
730,691,1074,576,237,693
691,1074,576,237,693,1008
1074,576,237,693,1008,1008
576,237,693,1008,1008,275
237,693,1008,1008,275,691
693,1008,1008,275,691,314
1008,1008,275,691,314,234
1008,275,691,314,234,971
275,691,314,234,971,1042
691,314,234,971,1042,1008
314,234,971,1042,1008,653
234,971,1042,1008,653,44
971,1042,1008,653,44,736
1042,1008,653,44,736,1358
1008,653,44,736,1358,1009
653,44,736,1358,1009,971
44,736,1358,1009,971,1086
736,1358,1009,971,1086,960
1358,1009,971,1086,960,425
1009,971,1086,960,425,1324
971,1086,960,425,1324,926
1086,960,425,1324,926,1190
960,425,1324,926,1190,1009
425,1324,926,1190,1009,1009
1324,926,1190,1009,1009,1077
926,1190,1009,1009,1077,1040
1190,1009,1009,1077,1040,1237
1009,1009,1077,1040,1237,40
1009,1077,1040,1237,40,932
1077,1040,1237,40,932,576
1040,1237,40,932,576,577
1237,40,932,576,577,577
40,932,576,577,577,577
932,576,577,577,577,577
576,577,577,577,577,577
577,577,577,577,577,1008
577,577,577,577,1008,1008
577,577,577,1008,1008,539
577,577,1008,1008,539,878
577,1008,1008,539,878,652
1008,1008,539,878,652,1008
1008,539,878,652,1008,692
539,878,652,1008,692,277
878,652,1008,692,277,971
652,1008,692,277,971,1001
1008,692,277,971,1001,1009
692,277,971,1001,1009,971
277,971,1001,1009,971,1001
971,1001,1009,971,1001,615
1001,1009,971,1001,615,233
1009,971,1001,615,233,971
971,1001,615,233,971,1009
1001,615,233,971,1009,276
615,233,971,1009,276,40
233,971,1009,276,40,1008
971,1009,276,40,1008,1009
1009,276,40,1008,1009,126
276,40,1008,1009,126,1001
40,1008,1009,126,1001,50
1008,1009,126,1001,50,1001
1009,126,1001,50,1001,1001
126,1001,50,1001,1001,277
1001,50,1001,1001,277,653
50,1001,1001,277,653,231
1001,1001,277,653,231,231
1001,277,653,231,231,312
277,653,231,231,312,734
653,231,231,312,734,1037
231,231,312,734,1037,811
231,312,734,1037,811,546
312,734,1037,811,546,1009
734,1037,811,546,1009,159
1037,811,546,1009,159,1045
811,546,1009,159,1045,971
546,1009,159,1045,971,79
1009,159,1045,971,79,1008
159,1045,971,79,1008,502
1045,971,79,1008,502,12
971,79,1008,502,12,971
79,1008,502,12,971,197
1008,502,12,971,197,156
502,12,971,197,156,651
12,971,197,156,651,919
971,197,156,651,919,581
197,156,651,919,581,203
156,651,919,581,203,1079
651,919,581,203,1079,849
919,581,203,1079,849,735
581,203,1079,849,735,921
203,1079,849,735,921,691
1079,849,735,921,691,615
849,735,921,691,615,79
735,921,691,615,79,933
921,691,615,79,933,1119
691,615,79,933,1119,1120
615,79,933,1119,1120,1000
79,933,1119,1120,1000,1001
933,1119,1120,1000,1001,1001
1119,1120,1000,1001,1001,1001
1120,1000,1001,1001,1001,1000
1000,1001,1001,1001,1000,1000
1001,1001,1001,1000,1000,1001
1001,1001,1000,1000,1001,1000
1001,1000,1000,1001,1000,1001
1000,1000,1001,1000,1001,1039
1000,1001,1000,1001,1039,1001
1001,1000,1001,1039,1001,1001
1000,1001,1039,1001,1001,1008
1001,1039,1001,1001,1008,1008
1039,1001,1001,1008,1008,1008
1001,1001,1008,1008,1008,277
1001,1008,1008,1008,277,971
1008,1008,1008,277,971,201
1008,1008,277,971,201,275
1008,277,971,201,275,653
277,971,201,275,653,1124
971,201,275,653,1124,651
201,275,653,1124,651,1008
275,653,1124,651,1008,1009
653,1124,651,1008,1009,614
1124,651,1008,1009,614,971
651,1008,1009,614,971,274
1008,1009,614,971,274,615
1009,614,971,274,615,921
614,971,274,615,921,237
971,274,615,921,237,971
274,615,921,237,971,276
615,921,237,971,276,1203
921,237,971,276,1203,1009
237,971,276,1203,1009,614
971,276,1203,1009,614,1008
276,1203,1009,614,1008,970
1203,1009,614,1008,970,123
1009,614,1008,970,123,962
614,1008,970,123,962,1009
1008,970,123,962,1009,652
970,123,962,1009,652,771
123,962,1009,652,771,1035
962,1009,652,771,1035,1205
1009,652,771,1035,1205,731
652,771,1035,1205,731,652
771,1035,1205,731,652,892
1035,1205,731,652,892,315
1205,731,652,892,315,960
731,652,892,315,960,235
652,892,315,960,235,692
892,315,960,235,692,10
315,960,235,692,10,1009
960,235,692,10,1009,1008
235,692,10,1009,1008,735
692,10,1009,1008,735,1008
10,1009,1008,735,1008,971
1009,1008,735,1008,971,1008
1008,735,1008,971,1008,422
735,1008,971,1008,422,314
1008,971,1008,422,314,702
971,1008,422,314,702,1009
1008,422,314,702,1009,1008
422,314,702,1009,1008,883
314,702,1009,1008,883,1031
702,1009,1008,883,1031,1009
1009,1008,883,1031,1009,198
1008,883,1031,1009,198,691
883,1031,1009,198,691,160
1031,1009,198,691,160,199
1009,198,691,160,199,1008
198,691,160,199,1008,730
691,160,199,1008,730,1008
160,199,1008,730,1008,1008
199,1008,730,1008,1008,1001
1008,730,1008,1008,1001,275
730,1008,1008,1001,275,234
1008,1008,1001,275,234,997
1008,1001,275,234,997,623
1001,275,234,997,623,275
275,234,997,623,275,653
234,997,623,275,653,1008
997,623,275,653,1008,275
623,275,653,1008,275,970
275,653,1008,275,970,1128
653,1008,275,970,1128,652
1008,275,970,1128,652,1165
275,970,1128,652,1165,1008
970,1128,652,1165,1008,614
1128,652,1165,1008,614,614
652,1165,1008,614,614,1235
1165,1008,614,614,1235,1008
1008,614,614,1235,1008,1086
614,614,1235,1008,1086,1008
614,1235,1008,1086,1008,779
1235,1008,1086,1008,779,971
1008,1086,1008,779,971,1008
1086,1008,779,971,1008,879
1008,779,971,1008,879,118
779,971,1008,879,118,615
971,1008,879,118,615,845
1008,879,118,615,845,275
879,118,615,845,275,998
118,615,845,275,998,1008
615,845,275,998,1008,195
845,275,998,1008,195,1008
275,998,1008,195,1008,1009
998,1008,195,1008,1009,1049
1008,195,1008,1009,1049,962
195,1008,1009,1049,962,888
1008,1009,1049,962,888,461
1009,1049,962,888,461,277
1049,962,888,461,277,1008
962,888,461,277,1008,1008
888,461,277,1008,1008,166
461,277,1008,1008,166,1035
277,1008,1008,166,1035,1008
1008,1008,166,1035,1008,1008
1008,166,1035,1008,1008,429
166,1035,1008,1008,429,41
1035,1008,1008,429,41,422
1008,1008,429,41,422,653
1008,429,41,422,653,971
429,41,422,653,971,1048
41,422,653,971,1048,278
422,653,971,1048,278,1035
653,971,1048,278,1035,1048
971,1048,278,1035,1048,811
1048,278,1035,1048,811,961
278,1035,1048,811,961,1027
1035,1048,811,961,1027,1163
1048,811,961,1027,1163,951
811,961,1027,1163,951,1507
961,1027,1163,951,1507,1008
1027,1163,951,1507,1008,275
1163,951,1507,1008,275,1009
951,1507,1008,275,1009,1008
1507,1008,275,1009,1008,1008
1008,275,1009,1008,1008,1009
275,1009,1008,1008,1009,1425
1009,1008,1008,1009,1425,1425
1008,1008,1009,1425,1425,1426
1008,1009,1425,1425,1426,1008
1009,1425,1425,1426,1008,960
1425,1425,1426,1008,960,1464
1425,1426,1008,960,1464,1041
1426,1008,960,1464,1041,4
1008,960,1464,1041,4,159
960,1464,1041,4,159,89
1464,1041,4,159,89,993
1041,4,159,89,993,1008
4,159,89,993,1008,1008
159,89,993,1008,1008,1008
89,993,1008,1008,1008,1008
993,1008,1008,1008,1008,465
1008,1008,1008,1008,465,1008
1008,1008,1008,465,1008,538
1008,1008,465,1008,538,86
1008,465,1008,538,86,1035
465,1008,538,86,1035,1008
1008,538,86,1035,1008,620
538,86,1035,1008,620,1081
86,1035,1008,620,1081,970
1035,1008,620,1081,970,772
1008,620,1081,970,772,9
620,1081,970,772,9,39
1081,970,772,9,39,84
970,772,9,39,84,1009
772,9,39,84,1009,276
9,39,84,1009,276,1009
39,84,1009,276,1009,850
84,1009,276,1009,850,429
1009,276,1009,850,429,1009
276,1009,850,429,1009,971
1009,850,429,1009,971,1008
850,429,1009,971,1008,691
429,1009,971,1008,691,196
1009,971,1008,691,196,970
971,1008,691,196,970,1009
1008,691,196,970,1009,423
691,196,970,1009,423,79
196,970,1009,423,79,1009
970,1009,423,79,1009,1008
1009,423,79,1009,1008,1125
423,79,1009,1008,1125,1125
79,1009,1008,1125,1125,991
1009,1008,1125,1125,991,1065
1008,1125,1125,991,1065,307
1125,1125,991,1065,307,307
1125,991,1065,307,307,1008
991,1065,307,307,1008,1008
1065,307,307,1008,1008,89
307,307,1008,1008,89,1196
307,1008,1008,89,1196,14
1008,1008,89,1196,14,1008
1008,89,1196,14,1008,276
89,1196,14,1008,276,651
1196,14,1008,276,651,83
14,1008,276,651,83,1008
1008,276,651,83,1008,83
276,651,83,1008,83,86
651,83,1008,83,86,1008
83,1008,83,86,1008,1008
1008,83,86,1008,1008,82
83,86,1008,1008,82,1046
86,1008,1008,82,1046,83
1008,1008,82,1046,83,1008
1008,82,1046,83,1008,1008
82,1046,83,1008,1008,461
1046,83,1008,1008,461,89
83,1008,1008,461,89,13
1008,1008,461,89,13,1189
1008,461,89,13,1189,1008
461,89,13,1189,1008,1037
89,13,1189,1008,1037,1472
13,1189,1008,1037,1472,423
1189,1008,1037,1472,423,236
1008,1037,1472,423,236,238
1037,1472,423,236,238,1008
1472,423,236,238,1008,1008
423,236,238,1008,1008,84
236,238,1008,1008,84,1008
238,1008,1008,84,1008,930
1008,1008,84,1008,930,78
1008,84,1008,930,78,697
84,1008,930,78,697,967
1008,930,78,697,967,575
930,78,697,967,575,691
78,697,967,575,691,269
697,967,575,691,269,269
967,575,691,269,269,79
575,691,269,269,79,848
691,269,269,79,848,1008
269,269,79,848,1008,879
269,79,848,1008,879,1008
79,848,1008,879,1008,613
848,1008,879,1008,613,1008
1008,879,1008,613,1008,1009
879,1008,613,1008,1009,959
1008,613,1008,1009,959,1037
613,1008,1009,959,1037,1009
1008,1009,959,1037,1009,1008
1009,959,1037,1009,1008,761
959,1037,1009,1008,761,86
1037,1009,1008,761,86,1425
1009,1008,761,86,1425,1009
1008,761,86,1425,1009,1008
761,86,1425,1009,1008,351
86,1425,1009,1008,351,973
1425,1009,1008,351,973,275
1009,1008,351,973,275,236
1008,351,973,275,236,842
351,973,275,236,842,79
973,275,236,842,79,1000
275,236,842,79,1000,971
236,842,79,1000,971,202
842,79,1000,971,202,1008
79,1000,971,202,1008,87
1000,971,202,1008,87,1008
971,202,1008,87,1008,1224
202,1008,87,1008,1224,1348
1008,87,1008,1224,1348,807
87,1008,1224,1348,807,1088
1008,1224,1348,807,1088,270
1224,1348,807,1088,270,1282
1348,807,1088,270,1282,1113
807,1088,270,1282,1113,734
1088,270,1282,1113,734,1011
270,1282,1113,734,1011,960
1282,1113,734,1011,960,615
1113,734,1011,960,615,615
734,1011,960,615,615,731
1011,960,615,615,731,1008
960,615,615,731,1008,1008
615,615,731,1008,1008,120
615,731,1008,1008,120,614
731,1008,1008,120,614,960
1008,1008,120,614,960,509
1008,120,614,960,509,1008
120,614,960,509,1008,961
614,960,509,1008,961,960
960,509,1008,961,960,1008
509,1008,961,960,1008,922
1008,961,960,1008,922,810
961,960,1008,922,810,1008
960,1008,922,810,1008,659
1008,922,810,1008,659,1233
922,810,1008,659,1233,961
810,1008,659,1233,961,1126
1008,659,1233,961,1126,1008
659,1233,961,1126,1008,772
1233,961,1126,1008,772,1358
961,1126,1008,772,1358,584
1126,1008,772,1358,584,654
1008,772,1358,584,654,1160
772,1358,584,654,1160,118
1358,584,654,1160,118,1008
584,654,1160,118,1008,1008
654,1160,118,1008,1008,276
1160,118,1008,1008,276,1008
118,1008,1008,276,1008,1259
1008,1008,276,1008,1259,276
1008,276,1008,1259,276,614
276,1008,1259,276,614,271
1008,1259,276,614,271,1001
1259,276,614,271,1001,1008
276,614,271,1001,1008,1009
614,271,1001,1008,1009,1001
271,1001,1008,1009,1001,123
1001,1008,1009,1001,123,118
1008,1009,1001,123,118,807
1009,1001,123,118,807,971
1001,123,118,807,971,971
123,118,807,971,971,276
118,807,971,971,276,1009
807,971,971,276,1009,14
971,971,276,1009,14,1008
971,276,1009,14,1008,971
276,1009,14,1008,971,1050
1009,14,1008,971,1050,773
14,1008,971,1050,773,1009
1008,971,1050,773,1009,922
971,1050,773,1009,922,768
1050,773,1009,922,768,1008
773,1009,922,768,1008,615
1009,922,768,1008,615,167
922,768,1008,615,167,41
768,1008,615,167,41,314
1008,615,167,41,314,838
615,167,41,314,838,971
167,41,314,838,971,1009
41,314,838,971,1009,544
314,838,971,1009,544,81
838,971,1009,544,81,1197
971,1009,544,81,1197,1046
1009,544,81,1197,1046,1189
544,81,1197,1046,1189,1189
81,1197,1046,1189,1189,346
1197,1046,1189,1189,346,1075
1046,1189,1189,346,1075,1244
1189,1189,346,1075,1244,1029
1189,346,1075,1244,1029,971
346,1075,1244,1029,971,1008
1075,1244,1029,971,1008,383
1244,1029,971,1008,383,198
1029,971,1008,383,198,850
971,1008,383,198,850,692
1008,383,198,850,692,1000
383,198,850,692,1000,654
198,850,692,1000,654,1008
850,692,1000,654,1008,237
692,1000,654,1008,237,384
1000,654,1008,237,384,312
654,1008,237,384,312,384
1008,237,384,312,384,346
237,384,312,384,346,1009
384,312,384,346,1009,923
312,384,346,1009,923,117
384,346,1009,923,117,1001
346,1009,923,117,1001,1008
1009,923,117,1001,1008,1189
923,117,1001,1008,1189,1008
117,1001,1008,1189,1008,1008
1001,1008,1189,1008,1008,239
1008,1189,1008,1008,239,1011
1189,1008,1008,239,1011,1001
1008,1008,239,1011,1001,275
1008,239,1011,1001,275,349
239,1011,1001,275,349,1001
1011,1001,275,349,1001,12
1001,275,349,1001,12,772
275,349,1001,12,772,1009
349,1001,12,772,1009,932
1001,12,772,1009,932,576
12,772,1009,932,576,538
772,1009,932,576,538,276
1009,932,576,538,276,1008
932,576,538,276,1008,425
576,538,276,1008,425,849
538,276,1008,425,849,276
276,1008,425,849,276,738
1008,425,849,276,738,164
425,849,276,738,164,1009
849,276,738,164,1009,231
276,738,164,1009,231,276
738,164,1009,231,276,1274
164,1009,231,276,1274,317
1009,231,276,1274,317,852
231,276,1274,317,852,198
276,1274,317,852,198,615
1274,317,852,198,615,931
317,852,198,615,931,82
852,198,615,931,82,1001
198,615,931,82,1001,1037
615,931,82,1001,1037,461
931,82,1001,1037,461,1008
82,1001,1037,461,1008,277
1001,1037,461,1008,277,1000
1037,461,1008,277,1000,1001
461,1008,277,1000,1001,1000
1008,277,1000,1001,1000,1001
277,1000,1001,1000,1001,1001
1000,1001,1000,1001,1001,1040
1001,1000,1001,1001,1040,237
1000,1001,1001,1040,237,237
1001,1001,1040,237,237,736
1001,1040,237,237,736,697
1040,237,237,736,697,275
237,237,736,697,275,813
237,736,697,275,813,1008
736,697,275,813,1008,41
697,275,813,1008,41,811
275,813,1008,41,811,846
813,1008,41,811,846,732
1008,41,811,846,732,693
41,811,846,732,693,198
811,846,732,693,198,79
846,732,693,198,79,883
732,693,198,79,883,1008
693,198,79,883,1008,236
198,79,883,1008,236,971
79,883,1008,236,971,241
883,1008,236,971,241,576
1008,236,971,241,576,1008
236,971,241,576,1008,126
971,241,576,1008,126,276
241,576,1008,126,276,1009
576,1008,126,276,1009,195
1008,126,276,1009,195,1039
126,276,1009,195,1039,1001
276,1009,195,1039,1001,1275
1009,195,1039,1001,1275,1009
195,1039,1001,1275,1009,1008
1039,1001,1275,1009,1008,429
1001,1275,1009,1008,429,1008
1275,1009,1008,429,1008,1275
1009,1008,429,1008,1275,846
1008,429,1008,1275,846,351
429,1008,1275,846,351,162
1008,1275,846,351,162,1358
1275,846,351,162,1358,1358
846,351,162,1358,1358,774
351,162,1358,1358,774,238
162,1358,1358,774,238,1028
1358,1358,774,238,1028,1028
1358,774,238,1028,1028,1028
774,238,1028,1028,1028,1028
238,1028,1028,1028,1028,1028
1028,1028,1028,1028,1028,1066
1028,1028,1028,1028,1066,1081
1028,1028,1028,1066,1081,1009
1028,1028,1066,1081,1009,1326
1028,1066,1081,1009,1326,1085
1066,1081,1009,1326,1085,276
1081,1009,1326,1085,276,771
1009,1326,1085,276,771,1288
1326,1085,276,771,1288,13
1085,276,771,1288,13,276
276,771,1288,13,276,1008
771,1288,13,276,1008,200
1288,13,276,1008,200,1008
13,276,1008,200,1008,1358
276,1008,200,1008,1358,576
1008,200,1008,1358,576,999
200,1008,1358,576,999,1042
1008,1358,576,999,1042,1121
1358,576,999,1042,1121,1074
576,999,1042,1121,1074,1008
999,1042,1121,1074,1008,1008
1042,1121,1074,1008,1008,1008
1121,1074,1008,1008,1008,1004
1074,1008,1008,1008,1004,11
1008,1008,1008,1004,11,1008
