0,1,2,3,4,5
142,2785,2900,3240,3034,2849
2785,2900,3240,3034,2849,1930
2900,3240,3034,2849,1930,2849
3240,3034,2849,1930,2849,2785
3034,2849,1930,2849,2785,329
2849,1930,2849,2785,329,2460
1930,2849,2785,329,2460,2785
2849,2785,329,2460,2785,2959
2785,329,2460,2785,2959,2012
329,2460,2785,2959,2012,2786
2460,2785,2959,2012,2786,2786
2785,2959,2012,2786,2786,2785
2959,2012,2786,2786,2785,838
2012,2786,2786,2785,838,839
2786,2786,2785,838,839,2883
2786,2785,838,839,2883,2786
2785,838,839,2883,2786,2786
838,839,2883,2786,2786,69
839,2883,2786,2786,69,2786
2883,2786,2786,69,2786,2018
2786,2786,69,2786,2018,3436
2786,69,2786,2018,3436,4128
69,2786,2018,3436,4128,2785
2786,2018,3436,4128,2785,2786
2018,3436,4128,2785,2786,2786
3436,4128,2785,2786,2786,785
4128,2785,2786,2786,785,2956
2785,2786,2786,785,2956,2785
2786,2786,785,2956,2785,261
2786,785,2956,2785,261,1611
785,2956,2785,261,1611,2786
2956,2785,261,1611,2786,2318
2785,261,1611,2786,2318,2838
261,1611,2786,2318,2838,3466
1611,2786,2318,2838,3466,2581
2786,2318,2838,3466,2581,2404
2318,2838,3466,2581,2404,2630
2838,3466,2581,2404,2630,1880
3466,2581,2404,2630,1880,2786
2581,2404,2630,1880,2786,3498
2404,2630,1880,2786,3498,714
2630,1880,2786,3498,714,1292
1880,2786,3498,714,1292,2785
2786,3498,714,1292,2785,2772
3498,714,1292,2785,2772,262
714,1292,2785,2772,262,1418
1292,2785,2772,262,1418,2883
2785,2772,262,1418,2883,459
2772,262,1418,2883,459,712
262,1418,2883,459,712,2513
1418,2883,459,712,2513,2850
2883,459,712,2513,2850,3240
459,712,2513,2850,3240,408
712,2513,2850,3240,408,404
2513,2850,3240,408,404,2786
2850,3240,408,404,2786,2786
3240,408,404,2786,2786,2152
408,404,2786,2786,2152,2089
404,2786,2786,2152,2089,3240
2786,2786,2152,2089,3240,3240
2786,2152,2089,3240,3240,3240
2152,2089,3240,3240,3240,3176
2089,3240,3240,3240,3176,651
3240,3240,3240,3176,651,3155
3240,3240,3176,651,3155,1288
3240,3176,651,3155,1288,3240
3176,651,3155,1288,3240,3240
651,3155,1288,3240,3240,3240
3155,1288,3240,3240,3240,3240
1288,3240,3240,3240,3240,3176
3240,3240,3240,3240,3176,3240
3240,3240,3240,3176,3240,3176
3240,3240,3176,3240,3176,3240
3240,3176,3240,3176,3240,3240
3176,3240,3176,3240,3240,3240
3240,3176,3240,3240,3240,3240
3176,3240,3240,3240,3240,3240
3240,3240,3240,3240,3240,3176
3240,3240,3240,3240,3176,3240
3240,3240,3240,3176,3240,3176
3240,3240,3176,3240,3176,3176
3240,3176,3240,3176,3176,3240
3176,3240,3176,3176,3240,3176
3240,3176,3176,3240,3176,966
3176,3176,3240,3176,966,711
3176,3240,3176,966,711,2849
3240,3176,966,711,2849,2886
3176,966,711,2849,2886,2786
966,711,2849,2886,2786,2786
711,2849,2886,2786,2786,2785
2849,2886,2786,2786,2785,588
2886,2786,2786,2785,588,2977
2786,2786,2785,588,2977,2961
2786,2785,588,2977,2961,585
2785,588,2977,2961,585,2786
588,2977,2961,585,2786,264
2977,2961,585,2786,264,401
2961,585,2786,264,401,390
585,2786,264,401,390,2720
2786,264,401,390,2720,2785
264,401,390,2720,2785,2589
401,390,2720,2785,2589,2136
390,2720,2785,2589,2136,2958
2720,2785,2589,2136,2958,2786
2785,2589,2136,2958,2786,2786
2589,2136,2958,2786,2786,3216
2136,2958,2786,2786,3216,2133
2958,2786,2786,3216,2133,723
2786,2786,3216,2133,723,2849
2786,3216,2133,723,2849,2089
3216,2133,723,2849,2089,2786
2133,723,2849,2089,2786,790
723,2849,2089,2786,790,2786
2849,2089,2786,790,2786,2088
2089,2786,790,2786,2088,2577
2786,790,2786,2088,2577,2264
790,2786,2088,2577,2264,902
2786,2088,2577,2264,902,1096
2088,2577,2264,902,1096,903
2577,2264,902,1096,903,2786
2264,902,1096,903,2786,2786
902,1096,903,2786,2786,2467
1096,903,2786,2786,2467,3748
903,2786,2786,2467,3748,2785
2786,2786,2467,3748,2785,3154
2786,2467,3748,2785,3154,3090
2467,3748,2785,3154,3090,2786
3748,2785,3154,3090,2786,2785
2785,3154,3090,2786,2785,1804
3154,3090,2786,2785,1804,2825
3090,2786,2785,1804,2825,2786
2786,2785,1804,2825,2786,472
2785,1804,2825,2786,472,262
1804,2825,2786,472,262,588
2825,2786,472,262,588,2895
2786,472,262,588,2895,2786
472,262,588,2895,2786,457
262,588,2895,2786,457,2786
588,2895,2786,457,2786,3088
2895,2786,457,2786,3088,3024
2786,457,2786,3088,3024,2786
457,2786,3088,3024,2786,2849
2786,3088,3024,2786,2849,2786
3088,3024,2786,2849,2786,785
3024,2786,2849,2786,785,3617
2786,2849,2786,785,3617,2836
2849,2786,785,3617,2836,214
2786,785,3617,2836,214,1481
785,3617,2836,214,1481,656
3617,2836,214,1481,656,455
2836,214,1481,656,455,322
214,1481,656,455,322,2382
1481,656,455,322,2382,836
656,455,322,2382,836,465
455,322,2382,836,465,2466
322,2382,836,465,2466,784
2382,836,465,2466,784,3877
836,465,2466,784,3877,2785
465,2466,784,3877,2785,2786
2466,784,3877,2785,2786,2786
784,3877,2785,2786,2786,454
3877,2785,2786,2786,454,3404
2785,2786,2786,454,3404,649
2786,2786,454,3404,649,2786
2786,454,3404,649,2786,2786
454,3404,649,2786,2786,2853
3404,649,2786,2786,2853,2721
649,2786,2786,2853,2721,2453
2786,2786,2853,2721,2453,2722
2786,2853,2721,2453,2722,849
2853,2721,2453,2722,849,913
2721,2453,2722,849,913,2786
2453,2722,849,913,2786,2786
2722,849,913,2786,2786,2945
849,913,2786,2786,2945,2785
913,2786,2786,2945,2785,390
2786,2786,2945,2785,390,3046
2786,2945,2785,390,3046,2785
2945,2785,390,3046,2785,2786
2785,390,3046,2785,2786,2786
390,3046,2785,2786,2786,15
3046,2785,2786,2786,15,1425
2785,2786,2786,15,1425,3109
2786,2786,15,1425,3109,2785
2786,15,1425,3109,2785,2382
15,1425,3109,2785,2382,1813
1425,3109,2785,2382,1813,2262
3109,2785,2382,1813,2262,2786
2785,2382,1813,2262,2786,2786
2382,1813,2262,2786,2786,462
1813,2262,2786,2786,462,720
2262,2786,2786,462,720,2786
2786,2786,462,720,2786,2945
2786,462,720,2786,2945,2946
462,720,2786,2945,2946,964
720,2786,2945,2946,964,2721
2786,2945,2946,964,2721,3405
2945,2946,964,2721,3405,2383
2946,964,2721,3405,2383,3173
964,2721,3405,2383,3173,3173
2721,3405,2383,3173,3173,3109
3405,2383,3173,3173,3109,276
2383,3173,3173,3109,276,2786
3173,3173,3109,276,2786,1359
3173,3109,276,2786,1359,328
3109,276,2786,1359,328,2786
276,2786,1359,328,2786,3155
2786,1359,328,2786,3155,404
1359,328,2786,3155,404,849
328,2786,3155,404,849,458
2786,3155,404,849,458,1359
3155,404,849,458,1359,2786
404,849,458,1359,2786,2640
849,458,1359,2786,2640,1104
458,1359,2786,2640,1104,2464
1359,2786,2640,1104,2464,651
2786,2640,1104,2464,651,3557
2640,1104,2464,651,3557,914
1104,2464,651,3557,914,2786
2464,651,3557,914,2786,660
651,3557,914,2786,660,2216
3557,914,2786,660,2216,197
914,2786,660,2216,197,2786
2786,660,2216,197,2786,785
660,2216,197,2786,785,3217
2216,197,2786,785,3217,274
197,2786,785,3217,274,3354
2786,785,3217,274,3354,457
785,3217,274,3354,457,2512
3217,274,3354,457,2512,2786
274,3354,457,2512,2786,848
3354,457,2512,2786,848,2786
457,2512,2786,848,2786,3631
2512,2786,848,2786,3631,2720
2786,848,2786,3631,2720,2786
848,2786,3631,2720,2786,783
2786,3631,2720,2786,783,1360
3631,2720,2786,783,1360,263
2720,2786,783,1360,263,4259
2786,783,1360,263,4259,2785
783,1360,263,4259,2785,2786
1360,263,4259,2785,2786,2326
263,4259,2785,2786,2326,1360
4259,2785,2786,2326,1360,1359
2785,2786,2326,1360,1359,2978
2786,2326,1360,1359,2978,1295
2326,1360,1359,2978,1295,1296
1360,1359,2978,1295,1296,1295
1359,2978,1295,1296,1295,1296
2978,1295,1296,1295,1296,847
1295,1296,1295,1296,847,2327
1296,1295,1296,847,2327,2786
1295,1296,847,2327,2786,2786
1296,847,2327,2786,2786,651
847,2327,2786,2786,651,2384
2327,2786,2786,651,2384,4268
2786,2786,651,2384,4268,1482
2786,651,2384,4268,1482,2723
651,2384,4268,1482,2723,2959
2384,4268,1482,2723,2959,2959
4268,1482,2723,2959,2959,2641
1482,2723,2959,2959,2641,149
2723,2959,2959,2641,149,2786
2959,2959,2641,149,2786,2448
2959,2641,149,2786,2448,2786
2641,149,2786,2448,2786,4268
149,2786,2448,2786,4268,2786
2786,2448,2786,4268,2786,2786
2448,2786,4268,2786,2786,4268
2786,4268,2786,2786,4268,3461
4268,2786,2786,4268,3461,1866
2786,2786,4268,3461,1866,2067
2786,4268,3461,1866,2067,2127
4268,3461,1866,2067,2127,2786
3461,1866,2067,2127,2786,3684
1866,2067,2127,2786,3684,199
2067,2127,2786,3684,199,849
2127,2786,3684,199,849,3759
2786,3684,199,849,3759,389
3684,199,849,3759,389,528
199,849,3759,389,528,2786
849,3759,389,528,2786,1166
3759,389,528,2786,1166,1102
389,528,2786,1166,1102,3702
528,2786,1166,1102,3702,3761
2786,1166,1102,3702,3761,1166
1166,1102,3702,3761,1166,2786
1102,3702,3761,1166,2786,2088
3702,3761,1166,2786,2088,196
3761,1166,2786,2088,196,195
1166,2786,2088,196,195,196
2786,2088,196,195,196,196
2088,196,195,196,196,2000
196,195,196,196,2000,784
195,196,196,2000,784,10
196,196,2000,784,10,4268
196,2000,784,10,4268,4268
2000,784,10,4268,4268,2786
784,10,4268,4268,2786,2786
10,4268,4268,2786,2786,2124
4268,4268,2786,2786,2124,784
4268,2786,2786,2124,784,209
2786,2786,2124,784,209,2786
2786,2124,784,209,2786,2786
2124,784,209,2786,2786,3280
784,209,2786,2786,3280,723
209,2786,2786,3280,723,2786
2786,2786,3280,723,2786,914
2786,3280,723,2786,914,2786
3280,723,2786,914,2786,1866
723,2786,914,2786,1866,2785
2786,914,2786,1866,2785,533
914,2786,1866,2785,533,2087
2786,1866,2785,533,2087,2265
1866,2785,533,2087,2265,3907
2785,533,2087,2265,3907,1547
533,2087,2265,3907,1547,3041
2087,2265,3907,1547,3041,900
2265,3907,1547,3041,900,6
3907,1547,3041,900,6,2207
1547,3041,900,6,2207,2786
3041,900,6,2207,2786,2785
900,6,2207,2786,2785,2977
6,2207,2786,2785,2977,2786
2207,2786,2785,2977,2786,1942
2786,2785,2977,2786,1942,1812
2785,2977,2786,1942,1812,849
2977,2786,1942,1812,849,3619
2786,1942,1812,849,3619,784
1942,1812,849,3619,784,784
1812,849,3619,784,784,2152
849,3619,784,784,2152,2762
3619,784,784,2152,2762,2786
784,784,2152,2762,2786,2777
784,2152,2762,2786,2777,2088
2152,2762,2786,2777,2088,134
2762,2786,2777,2088,134,2721
2786,2777,2088,134,2721,2785
2777,2088,134,2721,2785,2576
2088,134,2721,2785,2576,2786
134,2721,2785,2576,2786,1360
2721,2785,2576,2786,1360,2785
2785,2576,2786,1360,2785,1360
2576,2786,1360,2785,1360,2152
2786,1360,2785,1360,2152,2709
1360,2785,1360,2152,2709,1296
2785,1360,2152,2709,1296,2786
1360,2152,2709,1296,2786,2786
2152,2709,1296,2786,2786,2152
2709,1296,2786,2786,2152,652
1296,2786,2786,2152,652,651
2786,2786,2152,652,651,651
2786,2152,652,651,651,651
2152,652,651,651,651,2088
652,651,651,651,2088,3164
651,651,651,2088,3164,3681
651,651,2088,3164,3681,2786
651,2088,3164,3681,2786,2786
2088,3164,3681,2786,2786,522
3164,3681,2786,2786,522,2509
3681,2786,2786,522,2509,3618
2786,2786,522,2509,3618,649
2786,522,2509,3618,649,2403
522,2509,3618,649,2403,2641
2509,3618,649,2403,2641,2727
3618,649,2403,2641,2727,1546
649,2403,2641,2727,1546,1233
2403,2641,2727,1546,1233,213
2641,2727,1546,1233,213,4064
2727,1546,1233,213,4064,2785
1546,1233,213,4064,2785,3683
1233,213,4064,2785,3683,273
213,4064,2785,3683,273,1227
4064,2785,3683,273,1227,4138
2785,3683,273,1227,4138,3438
3683,273,1227,4138,3438,2953
273,1227,4138,3438,2953,3502
1227,4138,3438,2953,3502,2727
4138,3438,2953,3502,2727,78
3438,2953,3502,2727,78,2907
2953,3502,2727,78,2907,3937
3502,2727,78,2907,3937,3559
2727,78,2907,3937,3559,2786
78,2907,3937,3559,2786,2977
2907,3937,3559,2786,2977,2785
3937,3559,2786,2977,2785,2704
3559,2786,2977,2785,2704,2786
2786,2977,2785,2704,2786,261
2977,2785,2704,2786,261,2955
2785,2704,2786,261,2955,2785
2704,2786,261,2955,2785,2785
2786,261,2955,2785,2785,716
261,2955,2785,2785,716,2785
2955,2785,2785,716,2785,145
2785,2785,716,2785,145,2066
2785,716,2785,145,2066,2786
716,2785,145,2066,2786,2773
2785,145,2066,2786,2773,3155
145,2066,2786,2773,3155,2786
2066,2786,2773,3155,2786,1879
2786,2773,3155,2786,1879,1879
2773,3155,2786,1879,1879,1879
3155,2786,1879,1879,1879,6
2786,1879,1879,1879,6,2260
1879,1879,1879,6,2260,2912
1879,1879,6,2260,2912,2786
1879,6,2260,2912,2786,2785
6,2260,2912,2786,2785,211
2260,2912,2786,2785,211,2577
2912,2786,2785,211,2577,2513
2786,2785,211,2577,2513,1930
2785,211,2577,2513,1930,2786
211,2577,2513,1930,2786,518
2577,2513,1930,2786,518,2786
2513,1930,2786,518,2786,2785
1930,2786,518,2786,2785,2786
2786,518,2786,2785,2786,1737
518,2786,2785,2786,1737,2786
2786,2785,2786,1737,2786,593
2785,2786,1737,2786,593,2836
2786,1737,2786,593,2836,1994
1737,2786,593,2836,1994,3305
2786,593,2836,1994,3305,392
593,2836,1994,3305,392,2786
2836,1994,3305,392,2786,720
1994,3305,392,2786,720,2786
3305,392,2786,720,2786,2786
392,2786,720,2786,2786,2662
2786,720,2786,2786,2662,2263
720,2786,2786,2662,2263,2786
2786,2786,2662,2263,2786,2786
2786,2662,2263,2786,2786,1224
2662,2263,2786,2786,1224,2786
2263,2786,2786,1224,2786,2383
2786,2786,1224,2786,2383,649
2786,1224,2786,2383,649,772
1224,2786,2383,649,772,899
2786,2383,649,772,899,1359
2383,649,772,899,1359,2785
649,772,899,1359,2785,2133
772,899,1359,2785,2133,1803
899,1359,2785,2133,1803,784
1359,2785,2133,1803,784,3464
2785,2133,1803,784,3464,521
2133,1803,784,3464,521,5
1803,784,3464,521,5,653
784,3464,521,5,653,2318
3464,521,5,653,2318,2786
521,5,653,2318,2786,2510
5,653,2318,2786,2510,2786
653,2318,2786,2510,2786,2786
2318,2786,2510,2786,2786,2945
2786,2510,2786,2786,2945,2068
2510,2786,2786,2945,2068,2786
2786,2786,2945,2068,2786,2971
2786,2945,2068,2786,2971,2786
2945,2068,2786,2971,2786,721
2068,2786,2971,2786,721,2511
2786,2971,2786,721,2511,2511
2971,2786,721,2511,2511,3869
2786,721,2511,2511,3869,2898
721,2511,2511,3869,2898,2849
2511,2511,3869,2898,2849,2786
2511,3869,2898,2849,2786,1028
3869,2898,2849,2786,1028,70
2898,2849,2786,1028,70,2786
2849,2786,1028,70,2786,3306
2786,1028,70,2786,3306,2727
1028,70,2786,3306,2727,533
70,2786,3306,2727,533,1673
2786,3306,2727,533,1673,518
3306,2727,533,1673,518,2786
2727,533,1673,518,2786,2786
533,1673,518,2786,2786,69
1673,518,2786,2786,69,844
518,2786,2786,69,844,4081
2786,2786,69,844,4081,2134
2786,69,844,4081,2134,2786
69,844,4081,2134,2786,783
844,4081,2134,2786,783,2198
4081,2134,2786,783,2198,2894
2134,2786,783,2198,2894,4064
2786,783,2198,2894,4064,2514
783,2198,2894,4064,2514,913
2198,2894,4064,2514,913,2577
2894,4064,2514,913,2577,401
4064,2514,913,2577,401,2514
2514,913,2577,401,2514,3873
913,2577,401,2514,3873,397
2577,401,2514,3873,397,2894
401,2514,3873,397,2894,784
2514,3873,397,2894,784,3568
3873,397,2894,784,3568,2512
397,2894,784,3568,2512,2723
2894,784,3568,2512,2723,2786
784,3568,2512,2723,2786,650
3568,2512,2723,2786,650,965
2512,2723,2786,650,965,2786
2723,2786,650,965,2786,472
2786,650,965,2786,472,772
650,965,2786,472,772,2786
965,2786,472,772,2786,2971
2786,472,772,2786,2971,3773
472,772,2786,2971,3773,4006
772,2786,2971,3773,4006,333
2786,2971,3773,4006,333,1422
2971,3773,4006,333,1422,3374
3773,4006,333,1422,3374,339
4006,333,1422,3374,339,1426
333,1422,3374,339,1426,2836
1422,3374,339,1426,2836,2317
3374,339,1426,2836,2317,837
339,1426,2836,2317,837,1031
1426,2836,2317,837,1031,3175
2836,2317,837,1031,3175,849
2317,837,1031,3175,849,3759
837,1031,3175,849,3759,2134
1031,3175,849,3759,2134,2786
3175,849,3759,2134,2786,2575
849,3759,2134,2786,2575,770
3759,2134,2786,2575,770,1687
2134,2786,2575,770,1687,86
2786,2575,770,1687,86,2785
2575,770,1687,86,2785,770
770,1687,86,2785,770,3885
1687,86,2785,770,3885,3343
86,2785,770,3885,3343,529
2785,770,3885,3343,529,2786
770,3885,3343,529,2786,2786
3885,3343,529,2786,2786,649
3343,529,2786,2786,649,401
529,2786,2786,649,401,2786
2786,2786,649,401,2786,1801
2786,649,401,2786,1801,3742
649,401,2786,1801,3742,771
401,2786,1801,3742,771,1621
2786,1801,3742,771,1621,3155
1801,3742,771,1621,3155,2854
3742,771,1621,3155,2854,2785
771,1621,3155,2854,2785,199
1621,3155,2854,2785,199,1611
3155,2854,2785,199,1611,3344
2854,2785,199,1611,3344,2906
2785,199,1611,3344,2906,326
199,1611,3344,2906,326,2786
1611,3344,2906,326,2786,458
3344,2906,326,2786,458,2786
2906,326,2786,458,2786,3023
326,2786,458,2786,3023,4026
2786,458,2786,3023,4026,18
458,2786,3023,4026,18,2465
2786,3023,4026,18,2465,2785
3023,4026,18,2465,2785,2726
4026,18,2465,2785,2726,2785
18,2465,2785,2726,2785,2836
2465,2785,2726,2785,2836,2263
2785,2726,2785,2836,2263,2786
2726,2785,2836,2263,2786,709
2785,2836,2263,2786,709,3374
2836,2263,2786,709,3374,784
2263,2786,709,3374,784,2785
2786,709,3374,784,2785,2914
709,3374,784,2785,2914,214
3374,784,2785,2914,214,773
784,2785,2914,214,773,2069
2785,2914,214,773,2069,2718
2914,214,773,2069,2718,1685
