0,1,2,3,4,5
1008,389,1001,844,1188,1008
389,1001,844,1188,1008,384
1001,844,1188,1008,384,308
844,1188,1008,384,308,346
1188,1008,384,308,346,501
1008,384,308,346,501,345
384,308,346,501,345,1204
308,346,501,345,1204,499
346,501,345,1204,499,1008
501,345,1204,499,1008,855
345,1204,499,1008,855,462
1204,499,1008,855,462,462
499,1008,855,462,462,462
1008,855,462,462,462,734
855,462,462,462,734,385
462,462,462,734,385,968
462,462,734,385,968,239
462,734,385,968,239,383
734,385,968,239,383,383
385,968,239,383,383,500
968,239,383,383,500,500
239,383,383,500,500,500
383,383,500,500,500,423
383,500,500,500,423,1008
500,500,500,423,1008,3
500,500,423,1008,3,1008
500,423,1008,3,1008,120
423,1008,3,1008,120,276
1008,3,1008,120,276,462
3,1008,120,276,462,1008
1008,120,276,462,1008,1009
120,276,462,1008,1009,422
276,462,1008,1009,422,309
462,1008,1009,422,309,309
1008,1009,422,309,309,884
1009,422,309,309,884,1008
422,309,309,884,1008,50
309,309,884,1008,50,1165
309,884,1008,50,1165,461
884,1008,50,1165,461,1008
1008,50,1165,461,1008,201
50,1165,461,1008,201,422
1165,461,1008,201,422,422
461,1008,201,422,422,461
1008,201,422,422,461,1008
201,422,422,461,1008,1008
422,422,461,1008,1008,461
422,461,1008,1008,461,160
461,1008,1008,461,160,1008
1008,1008,461,160,1008,1008
1008,461,160,1008,1008,461
461,160,1008,1008,461,462
160,1008,1008,461,462,461
1008,1008,461,462,461,461
1008,461,462,461,461,1008
461,462,461,461,1008,460
462,461,461,1008,460,1008
461,461,1008,460,1008,423
461,1008,460,1008,423,1009
1008,460,1008,423,1009,1046
460,1008,423,1009,1046,383
1008,423,1009,1046,383,422
423,1009,1046,383,422,307
1009,1046,383,422,307,269
1046,383,422,307,269,423
383,422,307,269,423,383
422,307,269,423,383,971
307,269,423,383,971,461
269,423,383,971,461,269
423,383,971,461,269,355
383,971,461,269,355,307
971,461,269,355,307,307
461,269,355,307,307,422
269,355,307,307,422,345
355,307,307,422,345,383
307,307,422,345,383,422
307,422,345,383,422,1164
422,345,383,422,1164,969
345,383,422,1164,969,307
383,422,1164,969,307,385
422,1164,969,307,385,10
1164,969,307,385,10,383
969,307,385,10,383,462
307,385,10,383,462,460
385,10,383,462,460,460
10,383,462,460,460,269
383,462,460,460,269,461
462,460,460,269,461,383
460,460,269,461,383,345
460,269,461,383,345,422
269,461,383,345,422,195
461,383,345,422,195,383
383,345,422,195,383,384
345,422,195,383,384,384
422,195,383,384,384,384
195,383,384,384,384,346
383,384,384,384,346,384
384,384,384,346,384,384
384,384,346,384,384,384
384,346,384,384,384,384
346,384,384,384,384,383
384,384,384,384,383,461
384,384,384,383,461,384
384,384,383,461,384,460
384,383,461,384,460,461
383,461,384,460,461,384
461,384,460,461,384,423
384,460,461,384,423,461
460,461,384,423,461,461
461,384,423,461,461,461
384,423,461,461,461,460
423,461,461,461,460,460
461,461,461,460,460,1009
461,461,460,460,1009,461
461,460,460,1009,461,461
460,460,1009,461,461,461
460,1009,461,461,461,461
1009,461,461,461,461,461
461,461,461,461,461,307
461,461,461,461,307,422
461,461,461,307,422,421
461,461,307,422,421,383
461,307,422,421,383,383
307,422,421,383,383,383
422,421,383,383,383,307
421,383,383,383,307,307
383,383,383,307,307,384
383,383,307,307,384,384
383,307,307,384,384,384
307,307,384,384,384,385
307,384,384,384,385,276
384,384,384,385,276,461
384,384,385,276,461,423
384,385,276,461,423,308
385,276,461,423,308,461
276,461,423,308,461,1182
461,423,308,461,1182,383
423,308,461,1182,383,383
308,461,1182,383,383,384
461,1182,383,383,384,384
1182,383,383,384,384,422
383,383,384,384,422,384
383,384,384,422,384,384
384,384,422,384,384,422
384,422,384,384,422,384
422,384,384,422,384,384
384,384,422,384,384,384
384,422,384,384,384,422
422,384,384,384,422,384
384,384,384,422,384,422
384,384,422,384,422,385
384,422,384,422,385,423
422,384,422,385,423,423
384,422,385,423,423,275
422,385,423,423,275,238
385,423,423,275,238,275
423,423,275,238,275,1008
423,275,238,275,1008,1000
275,238,275,1008,1000,1001
238,275,1008,1000,1001,200
275,1008,1000,1001,200,47
1008,1000,1001,200,47,1008
1000,1001,200,47,1008,1038
1001,200,47,1008,1038,1164
200,47,1008,1038,1164,1080
47,1008,1038,1164,1080,1008
1008,1038,1164,1080,1008,690
1038,1164,1080,1008,690,1008
1164,1080,1008,690,1008,1008
1080,1008,690,1008,1008,119
1008,690,1008,1008,119,891
690,1008,1008,119,891,1008
1008,1008,119,891,1008,1035
1008,119,891,1008,1035,739
119,891,1008,1035,739,1008
891,1008,1035,739,1008,1008
1008,1035,739,1008,1008,1008
1035,739,1008,1008,1008,270
739,1008,1008,1008,270,308
1008,1008,1008,270,308,1028
1008,1008,270,308,1028,971
1008,270,308,1028,971,1009
270,308,1028,971,1009,3
308,1028,971,1009,3,1008
1028,971,1009,3,1008,743
971,1009,3,1008,743,1204
1009,3,1008,743,1204,1464
3,1008,743,1204,1464,1008
1008,743,1204,1464,1008,1008
743,1204,1464,1008,1008,1008
1204,1464,1008,1008,1008,276
1464,1008,1008,1008,276,1033
1008,1008,1008,276,1033,1008
1008,1008,276,1033,1008,79
1008,276,1033,1008,79,577
276,1033,1008,79,577,1008
1033,1008,79,577,1008,807
1008,79,577,1008,807,1001
79,577,1008,807,1001,1222
577,1008,807,1001,1222,925
1008,807,1001,1222,925,858
807,1001,1222,925,858,916
1001,1222,925,858,916,660
1222,925,858,916,660,1008
925,858,916,660,1008,1241
858,916,660,1008,1241,234
916,660,1008,1241,234,464
660,1008,1241,234,464,1008
1008,1241,234,464,1008,1000
1241,234,464,1008,1000,80
234,464,1008,1000,80,500
464,1008,1000,80,500,1028
1008,1000,80,500,1028,159
1000,80,500,1028,159,271
80,500,1028,159,271,884
500,1028,159,271,884,1008
1028,159,271,884,1008,1164
159,271,884,1008,1164,166
271,884,1008,1164,166,164
884,1008,1164,166,164,1008
1008,1164,166,164,1008,970
1164,166,164,1008,970,784
166,164,1008,970,784,747
164,1008,970,784,747,1164
1008,970,784,747,1164,1164
970,784,747,1164,1164,1164
784,747,1164,1164,1164,1126
747,1164,1164,1164,1126,235
1164,1164,1164,1126,235,1113
1164,1164,1126,235,1113,461
1164,1126,235,1113,461,1164
1126,235,1113,461,1164,1164
235,1113,461,1164,1164,1164
1113,461,1164,1164,1164,1164
461,1164,1164,1164,1164,1126
1164,1164,1164,1164,1126,1164
1164,1164,1164,1126,1164,1126
1164,1164,1126,1164,1126,1164
1164,1126,1164,1126,1164,1164
1126,1164,1126,1164,1164,1164
1164,1126,1164,1164,1164,1164
1126,1164,1164,1164,1164,1164
1164,1164,1164,1164,1164,1126
1164,1164,1164,1164,1126,1164
1164,1164,1164,1126,1164,1126
1164,1164,1126,1164,1126,1126
1164,1126,1164,1126,1126,1164
1126,1164,1126,1126,1164,1126
1164,1126,1126,1164,1126,346
1126,1126,1164,1126,346,232
1126,1164,1126,346,232,1008
1164,1126,346,232,1008,1030
1126,346,232,1008,1030,1008
346,232,1008,1030,1008,1008
232,1008,1030,1008,1008,1008
1008,1030,1008,1008,1008,198
1030,1008,1008,1008,198,1084
1008,1008,1008,198,1084,1037
1008,1008,198,1084,1037,196
1008,198,1084,1037,196,1008
198,1084,1037,196,1008,81
1084,1037,196,1008,81,124
1037,196,1008,81,124,118
196,1008,81,124,118,969
1008,81,124,118,969,1008
81,124,118,969,1008,930
124,118,969,1008,930,774
118,969,1008,930,774,1072
969,1008,930,774,1072,1008
1008,930,774,1072,1008,1008
930,774,1072,1008,1008,1150
774,1072,1008,1008,1150,735
1072,1008,1008,1150,735,240
1008,1008,1150,735,240,1008
1008,1150,735,240,1008,747
1150,735,240,1008,747,1008
735,240,1008,747,1008,279
240,1008,747,1008,279,1008
1008,747,1008,279,1008,746
747,1008,279,1008,746,922
1008,279,1008,746,922,813
279,1008,746,922,813,308
1008,746,922,813,308,385
746,922,813,308,385,308
922,813,308,385,308,1008
813,308,385,308,1008,1008
308,385,308,1008,1008,857
385,308,1008,1008,857,1352
308,1008,1008,857,1352,1008
1008,1008,857,1352,1008,1113
1008,857,1352,1008,1113,1113
857,1352,1008,1113,1113,1008
1352,1008,1113,1113,1008,1008
1008,1113,1113,1008,1008,653
1113,1113,1008,1008,653,994
1113,1008,1008,653,994,1008
1008,1008,653,994,1008,167
1008,653,994,1008,167,80
653,994,1008,167,80,197
994,1008,167,80,197,1035
1008,167,80,197,1035,1008
167,80,197,1035,1008,158
80,197,1035,1008,158,1008
197,1035,1008,158,1008,1074
1035,1008,158,1008,1074,1074
1008,158,1008,1074,1074,1008
158,1008,1074,1074,1008,1008
1008,1074,1074,1008,1008,1008
1074,1074,1008,1008,1008,277
1074,1008,1008,1008,277,1312
1008,1008,1008,277,1312,1000
1008,1008,277,1312,1000,90
1008,277,1312,1000,90,500
277,1312,1000,90,500,238
1312,1000,90,500,238,156
1000,90,500,238,156,115
90,500,238,156,115,845
500,238,156,115,845,269
238,156,115,845,269,162
156,115,845,269,162,895
115,845,269,162,895,276
845,269,162,895,276,1390
269,162,895,276,1390,1008
162,895,276,1390,1008,1008
895,276,1390,1008,1008,1008
276,1390,1008,1008,1008,156
1390,1008,1008,1008,156,1223
1008,1008,1008,156,1223,234
1008,1008,156,1223,234,1009
1008,156,1223,234,1009,1009
156,1223,234,1009,1009,1011
1223,234,1009,1009,1011,970
234,1009,1009,1011,970,887
1009,1009,1011,970,887,971
1009,1011,970,887,971,276
1011,970,887,971,276,314
970,887,971,276,314,1009
887,971,276,314,1009,1008
971,276,314,1009,1008,1065
276,314,1009,1008,1065,1008
314,1009,1008,1065,1008,118
1009,1008,1065,1008,118,1087
1008,1065,1008,118,1087,1008
1065,1008,118,1087,1008,1009
1008,118,1087,1008,1009,1009
118,1087,1008,1009,1009,9
1087,1008,1009,1009,9,504
1008,1009,1009,9,504,1124
1009,1009,9,504,1124,1008
1009,9,504,1124,1008,845
9,504,1124,1008,845,659
504,1124,1008,845,659,811
1124,1008,845,659,811,1009
1008,845,659,811,1009,1008
845,659,811,1009,1008,160
659,811,1009,1008,160,276
811,1009,1008,160,276,1008
1009,1008,160,276,1008,1027
1008,160,276,1008,1027,1065
160,276,1008,1027,1065,345
276,1008,1027,1065,345,970
1008,1027,1065,345,970,1186
1027,1065,345,970,1186,845
1065,345,970,1186,845,1124
345,970,1186,845,1124,1124
970,1186,845,1124,1124,1124
1186,845,1124,1124,1124,88
845,1124,1124,1124,88,1008
1124,1124,1124,88,1008,465
1124,1124,88,1008,465,119
1124,88,1008,465,119,1009
88,1008,465,119,1009,1113
1008,465,119,1009,1113,126
465,119,1009,1113,126,276
119,1009,1113,126,276,158
1009,1113,126,276,158,465
1113,126,276,158,465,1009
126,276,158,465,1009,922
276,158,465,1009,922,390
158,465,1009,922,390,893
465,1009,922,390,893,235
1009,922,390,893,235,1276
922,390,893,235,1276,315
390,893,235,1276,315,971
893,235,1276,315,971,240
235,1276,315,971,240,784
1276,315,971,240,784,79
315,971,240,784,79,971
971,240,784,79,971,276
240,784,79,971,276,1151
784,79,971,276,1151,87
79,971,276,1151,87,1194
971,276,1151,87,1194,157
276,1151,87,1194,157,884
1151,87,1194,157,884,1009
87,1194,157,884,1009,276
1194,157,884,1009,276,1009
157,884,1009,276,1009,1283
884,1009,276,1009,1283,969
1009,276,1009,1283,969,1008
276,1009,1283,969,1008,275
1009,1283,969,1008,275,466
1283,969,1008,275,466,80
969,1008,275,466,80,1503
1008,275,466,80,1503,1008
275,466,80,1503,1008,1009
466,80,1503,1008,1009,811
80,1503,1008,1009,811,504
1503,1008,1009,811,504,465
1008,1009,811,504,465,1046
1009,811,504,465,1046,465
811,504,465,1046,465,466
504,465,1046,465,466,465
465,1046,465,466,465,466
1046,465,466,465,466,313
465,466,465,466,313,812
466,465,466,313,812,971
465,466,313,812,971,1008
466,313,812,971,1008,235
313,812,971,1008,235,846
812,971,1008,235,846,1509
971,1008,235,846,1509,538
1008,235,846,1509,538,971
235,846,1509,538,971,1035
846,1509,538,971,1035,1035
1509,538,971,1035,1035,922
538,971,1035,1035,922,51
971,1035,1035,922,51,1009
1035,1035,922,51,1009,884
1035,922,51,1009,884,1008
922,51,1009,884,1008,1508
51,1009,884,1008,1508,1009
1009,884,1008,1508,1009,971
884,1008,1508,1009,971,1509
1008,1508,1009,971,1509,1219
1508,1009,971,1509,1219,652
1009,971,1509,1219,652,734
971,1509,1219,652,734,731
1509,1219,652,734,731,1008
1219,652,734,731,1008,1314
652,734,731,1008,1314,42
734,731,1008,1314,42,314
731,1008,1314,42,314,1358
1008,1314,42,314,1358,155
1314,42,314,1358,155,200
42,314,1358,155,200,1008
314,1358,155,200,1008,426
1358,155,200,1008,426,389
155,200,1008,426,389,1324
200,1008,426,389,1324,1359
1008,426,389,1324,1359,427
426,389,1324,1359,427,1008
389,1324,1359,427,1008,746
1324,1359,427,1008,746,41
1359,427,1008,746,41,78
427,1008,746,41,78,78
1008,746,41,78,78,79
746,41,78,78,79,732
41,78,78,79,732,276
78,78,79,732,276,6
78,79,732,276,6,1509
79,732,276,6,1509,1509
732,276,6,1509,1509,1009
276,6,1509,1509,1009,1008
6,1509,1509,1009,1008,767
1509,1509,1009,1008,767,276
1509,1009,1008,767,276,86
1009,1008,767,276,86,1008
1008,767,276,86,1008,1008
767,276,86,1008,1008,1150
276,86,1008,1008,1150,240
86,1008,1008,1150,240,1008
1008,1008,1150,240,1008,315
1008,1150,240,1008,315,971
1150,240,1008,315,971,652
240,1008,315,971,652,1008
1008,315,971,652,1008,203
315,971,652,1008,203,746
971,652,1008,203,746,813
652,1008,203,746,813,1408
1008,203,746,813,1408,539
203,746,813,1408,539,1084
746,813,1408,539,1084,307
813,1408,539,1084,307,4
1408,539,1084,307,4,779
539,1084,307,4,779,971
1084,307,4,779,971,1008
307,4,779,971,1008,1084
4,779,971,1008,1084,1008
779,971,1008,1084,1008,697
971,1008,1084,1008,697,620
1008,1084,1008,697,620,276
1084,1008,697,620,276,1275
1008,697,620,276,1275,276
697,620,276,1275,276,276
620,276,1275,276,276,746
276,1275,276,276,746,994
1275,276,276,746,994,1009
276,276,746,994,1009,1003
276,746,994,1009,1003,746
746,994,1009,1003,746,42
994,1009,1003,746,42,970
1009,1003,746,42,970,1008
1003,746,42,970,1008,922
746,42,970,1008,922,1008
42,970,1008,922,1008,466
970,1008,922,1008,466,1008
1008,922,1008,466,1008,466
922,1008,466,1008,466,746
1008,466,1008,466,746,963
466,1008,466,746,963,466
1008,466,746,963,466,1009
466,746,963,466,1009,1008
746,963,466,1009,1008,746
963,466,1009,1008,746,235
466,1009,1008,746,235,235
1009,1008,746,235,235,235
1008,746,235,235,235,235
746,235,235,235,235,746
235,235,235,235,746,1119
235,235,235,746,1119,1312
235,235,746,1119,1312,1009
235,746,1119,1312,1009,1009
746,1119,1312,1009,1009,196
1119,1312,1009,1009,196,882
1312,1009,1009,196,882,1275
1009,1009,196,882,1275,234
1009,196,882,1275,234,857
196,882,1275,234,857,922
882,1275,234,857,922,973
1275,234,857,922,973,538
234,857,922,973,538,428
857,922,973,538,428,89
922,973,538,428,89,1463
973,538,428,89,1463,1008
538,428,89,1463,1008,1313
428,89,1463,1008,1313,86
89,1463,1008,1313,86,425
1463,1008,1313,86,425,1470
1008,1313,86,425,1470,1244
1313,86,425,1470,1244,1070
86,425,1470,1244,1070,1244
425,1470,1244,1070,1244,973
1470,1244,1070,1244,973,9
1244,1070,1244,973,9,1042
1070,1244,973,9,1042,1388
1244,973,9,1042,1388,1278
973,9,1042,1388,1278,971
9,1042,1388,1278,971,1046
1042,1388,1278,971,1046,1008
1388,1278,971,1046,1008,960
1278,971,1046,1008,960,1008
971,1046,1008,960,1008,79
1046,1008,960,1008,79,1071
1008,960,1008,79,1071,1008
960,1008,79,1071,1008,1008
1008,79,1071,1008,1008,235
79,1071,1008,1008,235,1008
1071,1008,1008,235,1008,48
1008,1008,235,1008,48,733
1008,235,1008,48,733,1008
235,1008,48,733,1008,1001
1008,48,733,1008,1001,1114
48,733,1008,1001,1114,1009
733,1008,1001,1114,1009,660
1008,1001,1114,1009,660,660
1001,1114,1009,660,660,660
1114,1009,660,660,660,4
1009,660,660,660,4,810
660,660,660,4,810,1045
660,660,4,810,1045,1009
660,4,810,1045,1009,1008
4,810,1045,1009,1008,49
810,1045,1009,1008,49,922
1045,1009,1008,49,922,884
1009,1008,49,922,884,690
1008,49,922,884,690,1008
49,922,884,690,1008,156
922,884,690,1008,156,1008
884,690,1008,156,1008,1008
690,1008,156,1008,1008,1008
1008,156,1008,1008,1008,613
156,1008,1008,1008,613,971
1008,1008,1008,613,971,201
1008,1008,613,971,201,1000
1008,613,971,201,1000,690
613,971,201,1000,690,1165
971,201,1000,690,1165,157
201,1000,690,1165,157,1009
1000,690,1165,157,1009,238
690,1165,157,1009,238,1008
1165,157,1009,238,1008,1009
157,1009,238,1008,1009,935
1009,238,1008,1009,935,812
238,1008,1009,935,812,1008
1008,1009,935,812,1008,1008
1009,935,812,1008,1008,423
935,812,1008,1008,423,1009
812,1008,1008,423,1009,845
1008,1008,423,1009,845,233
1008,423,1009,845,233,269
423,1009,845,233,269,306
1009,845,233,269,306,465
845,233,269,306,465,1008
233,269,306,465,1008,773
269,306,465,1008,773,615
306,465,1008,773,615,276
465,1008,773,615,276,1221
1008,773,615,276,1221,195
773,615,276,1221,195,3
615,276,1221,195,3,236
276,1221,195,3,236,845
1221,195,3,236,845,1008
195,3,236,845,1008,882
3,236,845,1008,882,971
236,845,1008,882,971,1008
845,1008,882,971,1008,1065
1008,882,971,1008,1065,734
882,971,1008,1065,734,1009
971,1008,1065,734,1009,1080
1008,1065,734,1009,1080,1009
1065,734,1009,1080,1009,238
734,1009,1080,1009,238,883
1009,1080,1009,238,883,883
1080,1009,238,883,883,1385
1009,238,883,883,1385,1037
238,883,883,1385,1037,1008
883,883,1385,1037,1008,1008
883,1385,1037,1008,1008,345
1385,1037,1008,1008,345,4
1037,1008,1008,345,4,1009
1008,1008,345,4,1009,1165
1008,345,4,1009,1165,974
345,4,1009,1165,974,165
4,1009,1165,974,165,575
1009,1165,974,165,575,194
1165,974,165,575,194,1008
974,165,575,194,1008,971
165,575,194,1008,971,41
575,194,1008,971,41,312
194,1008,971,41,312,1474
1008,971,41,312,1474,735
971,41,312,1474,735,1009
41,312,1474,735,1009,275
312,1474,735,1009,275,773
1474,735,1009,275,773,1035
735,1009,275,773,1035,1426
1009,275,773,1035,1426,885
275,773,1035,1426,885,314
773,1035,1426,885,314,923
1035,1426,885,314,923,162
1426,885,314,923,162,885
885,314,923,162,885,1388
314,923,162,885,1388,122
923,162,885,1388,122,1035
162,885,1388,122,1035,276
885,1388,122,1035,276,1283
1388,122,1035,276,1283,884
122,1035,276,1283,884,971
1035,276,1283,884,971,1008
276,1283,884,971,1008,234
1283,884,971,1008,234,345
884,971,1008,234,345,1008
971,1008,234,345,1008,167
1008,234,345,1008,167,268
234,345,1008,167,268,1009
345,1008,167,268,1009,1043
1008,167,268,1009,1043,1367
167,268,1009,1043,1367,1429
268,1009,1043,1367,1429,122
1009,1043,1367,1429,122,502
1043,1367,1429,122,502,1206
1367,1429,122,502,1206,126
1429,122,502,1206,126,505
122,502,1206,126,505,1000
502,1206,126,505,1000,806
1206,126,505,1000,806,307
126,505,1000,806,307,347
505,1000,806,307,347,1126
1000,806,307,347,1126,276
806,307,347,1126,276,1359
307,347,1126,276,1359,773
347,1126,276,1359,773,1009
1126,276,1359,773,1009,921
276,1359,773,1009,921,267
1359,773,1009,921,267,584
773,1009,921,267,584,52
1009,921,267,584,52,1008
921,267,584,52,1008,267
267,584,52,1008,267,1395
584,52,1008,267,1395,1187
52,1008,267,1395,1187,200
1008,267,1395,1187,200,1009
267,1395,1187,200,1009,1009
1395,1187,200,1009,1009,233
1187,200,1009,1009,233,162
200,1009,1009,233,162,1008
1009,1009,233,162,1008,652
1009,233,162,1008,652,1348
233,162,1008,652,1348,268
162,1008,652,1348,268,583
1008,652,1348,268,583,1113
652,1348,268,583,1113,1011
1348,268,583,1113,1011,1008
268,583,1113,1011,1008,80
583,1113,1011,1008,80,577
1113,1011,1008,80,577,1188
1011,1008,80,577,1188,1042
1008,80,577,1188,1042,118
80,577,1188,1042,118,1009
577,1188,1042,118,1009,158
1188,1042,118,1009,158,971
1042,118,1009,158,971,1073
118,1009,158,971,1073,1441
1009,158,971,1073,1441,11
158,971,1073,1441,11,894
971,1073,1441,11,894,1008
1073,1441,11,894,1008,973
1441,11,894,1008,973,1008
11,894,1008,973,1008,1000
894,1008,973,1008,1000,812
1008,973,1008,1000,812,1008
973,1008,1000,812,1008,231
1008,1000,812,1008,231,1206
1000,812,1008,231,1206,276
812,1008,231,1206,276,1008
1008,231,1206,276,1008,1046
231,1206,276,1008,1046,89
1206,276,1008,1046,89,269
276,1008,1046,89,269,735
1008,1046,89,269,735,968
1046,89,269,735,968,621
89,269,735,968,621,312
269,735,968,621,312,124
735,968,621,312,124,241
968,621,312,124,241,1008
621,312,124,241,1008,1008
312,124,241,1008,1008,268
124,241,1008,1008,268,855
241,1008,1008,268,855,1008
1008,1008,268,855,1008,276
1008,268,855,1008,276,921
268,855,1008,276,921,1009
855,1008,276,921,1009,1066
1008,276,921,1009,1066,1067
276,921,1009,1066,1067,1067
921,1009,1066,1067,1067,239
1009,1066,1067,1067,239,196
1066,1067,1067,239,196,999
1067,1067,239,196,999,1029
1067,239,196,999,1029,78
239,196,999,1029,78,1223
196,999,1029,78,1223,236
999,1029,78,1223,236,268
1029,78,1223,236,268,268
78,1223,236,268,268,971
1223,236,268,268,971,276
236,268,268,971,276,694
268,268,971,276,694,1205
268,971,276,694,1205,276
971,276,694,1205,276,1223
276,694,1205,276,1223,162
694,1205,276,1223,162,773
1205,276,1223,162,773,1008
276,1223,162,773,1008,79
1223,162,773,1008,79,971
162,773,1008,79,971,971
773,1008,79,971,971,203
1008,79,971,971,203,970
79,971,971,203,970,1035
971,971,203,970,1035,463
971,203,970,1035,463,125
203,970,1035,463,125,575
970,1035,463,125,575,857
1035,463,125,575,857,885
463,125,575,857,885,884
125,575,857,885,884,960
575,857,885,884,960,462
857,885,884,960,462,346
885,884,960,462,346,970
884,960,462,346,970,543
960,462,346,970,543,236
462,346,970,543,236,1008
346,970,543,236,1008,1120
970,543,236,1008,1120,1034
543,236,1008,1120,1034,1035
236,1008,1120,1034,1035,1008
1008,1120,1034,1035,1008,971
1120,1034,1035,1008,971,49
1034,1035,1008,971,49,157
1035,1008,971,49,157,267
1008,971,49,157,267,267
971,49,157,267,267,4
49,157,267,267,4,268
157,267,267,4,268,1008
267,267,4,268,1008,268
267,4,268,1008,268,11
4,268,1008,268,11,1443
268,1008,268,11,1443,970
1008,268,11,1443,970,197
268,11,1443,970,197,429
11,1443,970,197,429,389
1443,970,197,429,389,167
970,197,429,389,167,1008
197,429,389,167,1008,50
429,389,167,1008,50,690
389,167,1008,50,690,736
167,1008,50,690,736,1049
1008,50,690,736,1049,1434
50,690,736,1049,1434,233
690,736,1049,1434,233,1008
736,1049,1434,233,1008,79
1049,1434,233,1008,79,885
1434,233,1008,79,885,884
233,1008,79,885,884,1000
1008,79,885,884,1000,1009
79,885,884,1000,1009,120
885,884,1000,1009,120,1472
884,1000,1009,120,1472,1009
1000,1009,120,1472,1009,157
1009,120,1472,1009,157,884
120,1472,1009,157,884,278
1472,1009,157,884,278,885
1009,157,884,278,885,884
157,884,278,885,884,885
884,278,885,884,885,884
278,885,884,885,884,1310
885,884,885,884,1310,845
884,885,884,1310,845,268
885,884,1310,845,268,1008
884,1310,845,268,1008,1009
1310,845,268,1008,1009,1113
845,268,1008,1009,1113,202
268,1008,1009,1113,202,194
1008,1009,1113,202,194,276
1009,1113,202,194,276,693
1113,202,194,276,693,125
202,194,276,693,125,698
194,276,693,125,698,888
276,693,125,698,888,1008
693,125,698,888,1008,1008
125,698,888,1008,1008,1009
698,888,1008,1008,1009,1037
888,1008,1008,1009,1037,812
1008,1008,1009,1037,812,191
1008,1009,1037,812,191,1030
1009,1037,812,191,1030,118
1037,812,191,1030,118,461
812,191,1030,118,461,1009
191,1030,118,461,1009,1009
1030,118,461,1009,1009,308
118,461,1009,1009,308,1009
461,1009,1009,308,1009,267
1009,1009,308,1009,267,970
1009,308,1009,267,970,162
308,1009,267,970,162,82
1009,267,970,162,82,613
267,970,162,82,613,1009
970,162,82,613,1009,1030
162,82,613,1009,1030,990
82,613,1009,1030,990,971
613,1009,1030,990,971,998
1009,1030,990,971,998,267
1030,990,971,998,267,156
990,971,998,267,156,812
